index,date,number_of_game,day_of_week,v_name,v_league,v_game_number,h_name,h_league,h_game_number,v_score,h_score,length_outs,day_night,completion,forefeit,protest,park_id,attendance,,,
144888,20050911,0,Sun,ATL,NL,143,WAS,NL,144,9,7,54,D,,,,WAS10,31834,,,
144889,20050912,0,Mon,OAK,AL,143,CLE,AL,144,2,0,54,N,,,,CLE08,20282,,,
144890,20050912,0,Mon,MIN,AL,143,DET,AL,142,2,1,54,N,,,,DET05,12748,,,
144891,20050912,0,Mon,ANA,AL,143,SEA,AL,143,1,8,51,N,,,,SEA03,27952,,,
144892,20050912,0,Mon,BAL,AL,143,TEX,AL,144,4,2,54,N,,,,ARL02,20418,,,
144893,20050912,0,Mon,BOS,AL,143,TOR,AL,143,6,5,66,N,,,,TOR02,24617,,,
144894,20050912,0,Mon,CIN,NL,144,CHN,NL,144,5,2,54,N,,,,CHI11,37926,,,
144895,20050912,0,Mon,FLO,NL,144,HOU,NL,144,8,2,54,N,,,,HOU03,27538,,,
144896,20050912,0,Mon,COL,NL,143,LAN,NL,143,0,7,51,N,,,,LOS03,33255,,,
144897,20050912,0,Mon,ATL,NL,144,PHI,NL,144,1,4,51,N,,,,PHI13,21169,,,
144898,20050912,0,Mon,SDN,NL,143,SFN,NL,143,3,4,51,N,,,,SFO03,39095,,,
144899,20050912,0,Mon,PIT,NL,143,SLN,NL,145,3,4,52,N,,,,STL09,40064,,,
144900,20050913,0,Tue,OAK,AL,144,CLE,AL,145,2,5,51,N,,,,CLE08,21564,,,
144901,20050913,0,Tue,MIN,AL,144,DET,AL,143,9,3,54,N,,,,DET05,16986,,,
144902,20050913,0,Tue,CHA,AL,143,KCA,AL,142,6,4,54,N,,,,KAN06,9535,,,
144903,20050913,0,Tue,ANA,AL,144,SEA,AL,144,1,2,53,N,,,,SEA03,28813,,,
144904,20050913,0,Tue,NYA,AL,143,TBA,AL,145,17,3,54,N,,,,STP01,14048,,,
144905,20050913,0,Tue,BAL,AL,144,TEX,AL,145,4,3,54,N,,,,ARL02,21167,,,
144906,20050913,0,Tue,BOS,AL,144,TOR,AL,144,3,9,51,N,,,,TOR02,25253,,,
144907,20050913,0,Tue,MIL,NL,144,ARI,NL,145,3,1,54,N,,,,PHO01,23708,,,
144908,20050913,0,Tue,CIN,NL,145,CHN,NL,145,3,4,58,N,,,,CHI11,37625,,,
144909,20050913,0,Tue,FLO,NL,145,HOU,NL,145,4,2,54,N,,,,HOU03,31512,,,
144910,20050913,0,Tue,COL,NL,144,LAN,NL,144,6,4,54,N,,,,LOS03,30535,,,
144911,20050913,0,Tue,WAS,NL,145,NYN,NL,144,4,2,54,N,,,,NYC17,34143,,,
144912,20050913,0,Tue,ATL,NL,145,PHI,NL,145,4,5,51,N,,,,PHI13,24311,,,
144913,20050913,0,Tue,SDN,NL,144,SFN,NL,144,4,5,51,N,,,,SFO03,37216,,,
144914,20050913,0,Tue,PIT,NL,144,SLN,NL,146,4,5,53,N,,,,STL09,40599,,,
144915,20050914,0,Wed,OAK,AL,145,CLE,AL,146,4,6,51,N,,,,CLE08,21920,,,
144916,20050914,0,Wed,MIN,AL,145,DET,AL,144,2,4,51,D,,,,DET05,19438,,,
144917,20050914,0,Wed,CHA,AL,144,KCA,AL,143,9,10,52,N,,,,KAN06,9922,,,
144918,20050914,0,Wed,ANA,AL,145,SEA,AL,145,9,10,52,D,,,,SEA03,23397,,,
144919,20050914,0,Wed,NYA,AL,144,TBA,AL,146,6,5,54,N,,,,STP01,14396,,,
144920,20050914,0,Wed,BAL,AL,145,TEX,AL,146,6,7,57,D,,,,ARL02,18077,,,
144921,20050914,0,Wed,BOS,AL,145,TOR,AL,145,5,3,54,N,,,,TOR02,25865,,,
144922,20050914,0,Wed,MIL,NL,145,ARI,NL,146,1,2,71,N,,,,PHO01,23793,,,
144923,20050914,0,Wed,CIN,NL,146,CHN,NL,146,7,4,66,N,,,,CHI11,37695,,,
144924,20050914,0,Wed,FLO,NL,146,HOU,NL,146,2,10,51,N,,,,HOU03,30911,,,
144925,20050914,0,Wed,COL,NL,145,LAN,NL,145,8,7,54,N,,,,LOS03,30329,,,
144926,20050914,0,Wed,WAS,NL,146,NYN,NL,145,6,3,54,N,,,,NYC17,24049,,,
144927,20050914,0,Wed,ATL,NL,146,PHI,NL,146,4,12,51,N,,,,PHI13,23125,,,
144928,20050914,0,Wed,SDN,NL,145,SFN,NL,145,5,4,60,D,,,,SFO03,38477,,,
144929,20050914,0,Wed,PIT,NL,145,SLN,NL,147,5,3,54,D,,,,STL09,40172,,,
144930,20050915,0,Thu,DET,AL,145,ANA,AL,146,8,6,54,N,,,,ANA01,41962,,,
144931,20050915,0,Thu,OAK,AL,146,BOS,AL,146,6,2,54,N,,,,BOS07,35079,,,
144932,20050915,0,Thu,CHA,AL,145,KCA,AL,144,5,7,51,D,,,,KAN06,9258,,,
144933,20050915,0,Thu,NYA,AL,145,TBA,AL,147,9,5,54,N,,,,STP01,18391,,,
144934,20050915,0,Thu,SEA,AL,146,TEX,AL,147,3,4,51,N,,,,ARL02,23679,,,
144935,20050915,0,Thu,MIL,NL,146,ARI,NL,147,14,2,54,D,,,,PHO01,20741,,,
144936,20050915,0,Thu,SLN,NL,148,CHN,NL,147,6,1,53,N,,,,CHI11,37849,,,
144937,20050915,0,Thu,FLO,NL,147,HOU,NL,147,1,4,51,N,,,,HOU03,35960,,,
144938,20050915,0,Thu,WAS,NL,147,NYN,NL,146,6,5,60,D,,,,NYC17,21441,,,
144939,20050915,0,Thu,ATL,NL,147,PHI,NL,147,6,4,54,N,,,,PHI13,27804,,,
144940,20050915,0,Thu,LAN,NL,146,SFN,NL,146,7,1,54,N,,,,SFO03,39820,,,
144941,20050916,0,Fri,DET,AL,146,ANA,AL,147,6,7,70,N,,,,ANA01,43144,,,
144942,20050916,0,Fri,TBA,AL,148,BAL,AL,146,6,1,54,N,,,,BAL12,19972,,,
144943,20050916,0,Fri,OAK,AL,147,BOS,AL,147,2,3,58,N,,,,BOS07,35249,,,
144944,20050916,0,Fri,KCA,AL,145,CLE,AL,147,1,3,51,N,,,,CLE08,21975,,,
144945,20050916,0,Fri,CHA,AL,146,MIN,AL,146,2,1,60,N,,,,MIN03,26951,,,
144946,20050916,0,Fri,SEA,AL,147,TEX,AL,148,3,5,51,N,,,,ARL02,25567,,,
144947,20050916,0,Fri,NYA,AL,146,TOR,AL,146,11,10,54,N,,,,TOR02,36543,,,
144948,20050916,0,Fri,COL,NL,146,ARI,NL,148,6,5,54,N,,,,PHO01,20207,,,
144949,20050916,0,Fri,SLN,NL,149,CHN,NL,148,3,5,51,D,,,,CHI11,38080,,,
144950,20050916,0,Fri,PHI,NL,148,FLO,NL,148,13,3,54,N,,,,MIA01,30853,,,
144951,20050916,0,Fri,MIL,NL,147,HOU,NL,148,1,2,53,N,,,,HOU03,33767,,,
144952,20050916,0,Fri,ATL,NL,148,NYN,NL,147,0,4,51,N,,,,NYC17,37519,,,
144953,20050916,1,Fri,CIN,NL,147,PIT,NL,146,8,2,54,N,,,,PIT08,0,,,
144954,20050916,2,Fri,CIN,NL,148,PIT,NL,147,4,5,51,N,,,,PIT08,22715,,,
144955,20050916,0,Fri,WAS,NL,148,SDN,NL,146,5,1,54,N,,,,SAN02,38480,,,
144956,20050916,0,Fri,LAN,NL,147,SFN,NL,147,4,5,52,N,,,,SFO03,42962,,,
144957,20050917,0,Sat,DET,AL,147,ANA,AL,148,1,3,51,N,,,,ANA01,43831,,,
144958,20050917,0,Sat,TBA,AL,149,BAL,AL,147,1,2,51,D,,,,BAL12,31400,,,
144959,20050917,0,Sat,OAK,AL,148,BOS,AL,148,1,2,51,N,,,,BOS07,35220,,,
144960,20050917,0,Sat,KCA,AL,146,CLE,AL,148,4,5,51,N,,,,CLE08,32392,,,
144961,20050917,0,Sat,CHA,AL,147,MIN,AL,147,0,5,51,D,,,,MIN03,24866,,,
144962,20050917,0,Sat,SEA,AL,148,TEX,AL,149,6,7,52,N,,,,ARL02,41983,,,
144963,20050917,0,Sat,NYA,AL,147,TOR,AL,147,1,0,54,D,,,,TOR02,43433,,,
144964,20050917,0,Sat,COL,NL,147,ARI,NL,149,5,6,51,D,,,,PHO01,24701,,,
144965,20050917,0,Sat,SLN,NL,150,CHN,NL,149,5,1,54,D,,,,CHI11,39269,,,
144966,20050917,0,Sat,PHI,NL,149,FLO,NL,149,10,2,54,D,,,,MIA01,27203,,,
144967,20050917,0,Sat,MIL,NL,148,HOU,NL,149,0,7,51,N,,,,HOU03,37756,,,
144968,20050917,0,Sat,ATL,NL,149,NYN,NL,148,7,4,54,D,,,,NYC17,34191,,,
144969,20050917,0,Sat,CIN,NL,149,PIT,NL,148,0,4,51,N,,,,PIT08,31174,,,
144970,20050917,0,Sat,WAS,NL,149,SDN,NL,147,5,8,71,N,,,,SAN02,37707,,,
144971,20050917,0,Sat,LAN,NL,148,SFN,NL,148,1,2,51,D,,,,SFO03,42864,,,
144972,20050918,0,Sun,DET,AL,148,ANA,AL,149,3,5,51,D,,,,ANA01,43076,,,
144973,20050918,0,Sun,TBA,AL,150,BAL,AL,148,6,5,54,D,,,,BAL12,25980,,,
144974,20050918,0,Sun,OAK,AL,149,BOS,AL,149,12,3,54,D,,,,BOS07,34849,,,
144975,20050918,0,Sun,KCA,AL,147,CLE,AL,149,0,11,51,D,,,,CLE08,22654,,,
144976,20050918,0,Sun,CHA,AL,148,MIN,AL,148,2,1,54,D,,,,MIN03,23559,,,
144977,20050918,0,Sun,SEA,AL,149,TEX,AL,150,6,8,51,D,,,,ARL02,26532,,,
144978,20050918,0,Sun,NYA,AL,148,TOR,AL,148,5,6,51,D,,,,TOR02,39891,,,
144979,20050918,0,Sun,COL,NL,148,ARI,NL,150,7,1,54,D,,,,PHO01,24351,,,
144980,20050918,0,Sun,SLN,NL,151,CHN,NL,150,4,7,51,D,,,,CHI11,38182,,,
144981,20050918,0,Sun,PHI,NL,150,FLO,NL,150,6,14,51,N,,,,MIA01,25208,,,
144982,20050918,0,Sun,MIL,NL,149,HOU,NL,150,1,6,51,D,,,,HOU03,35052,,,
144983,20050918,0,Sun,ATL,NL,150,NYN,NL,149,1,4,51,D,,,,NYC17,31703,,,
144984,20050918,0,Sun,CIN,NL,150,PIT,NL,149,7,9,51,D,,,,PIT08,21320,,,
144985,20050918,0,Sun,WAS,NL,150,SDN,NL,148,1,2,51,D,,,,SAN02,38054,,,
144986,20050918,0,Sun,LAN,NL,149,SFN,NL,149,3,5,51,D,,,,SFO03,42659,,,
144987,20050919,0,Mon,CLE,AL,150,CHA,AL,149,7,5,54,N,,,,CHI12,35748,,,
144988,20050919,0,Mon,DET,AL,149,KCA,AL,148,4,10,51,N,,,,KAN06,8915,,,
144989,20050919,0,Mon,BAL,AL,149,NYA,AL,149,2,3,51,N,,,,NYC16,51521,,,
144990,20050919,0,Mon,MIN,AL,149,OAK,AL,150,6,7,51,N,,,,OAK01,15262,,,
144991,20050919,0,Mon,BOS,AL,150,TBA,AL,151,7,8,51,N,,,,STP01,16124,,,
144992,20050919,0,Mon,SEA,AL,150,TOR,AL,149,7,5,54,N,,,,TOR02,18762,,,
144993,20050919,0,Mon,SDN,NL,149,COL,NL,149,8,7,54,N,,,,DEN02,18238,,,
144994,20050919,0,Mon,HOU,NL,151,PIT,NL,150,0,7,51,N,,,,PIT08,13865,,,
144995,20050920,0,Tue,TEX,AL,151,ANA,AL,150,1,2,51,N,,,,ANA01,36170,,,
144996,20050920,0,Tue,CLE,AL,151,CHA,AL,150,6,7,57,N,,,,CHI12,26147,,,
144997,20050920,1,Tue,DET,AL,150,KCA,AL,149,4,5,53,D,,,,KAN06,0,,,
144998,20050920,2,Tue,DET,AL,151,KCA,AL,150,2,4,51,N,,,,KAN06,9418,,,
144999,20050920,0,Tue,BAL,AL,150,NYA,AL,150,9,12,51,N,,,,NYC16,46982,,,
145000,20050920,0,Tue,MIN,AL,150,OAK,AL,151,3,8,51,N,,,,OAK01,18014,,,
145001,20050920,0,Tue,BOS,AL,151,TBA,AL,152,15,2,54,N,,,,STP01,18723,,,
145002,20050920,0,Tue,SEA,AL,151,TOR,AL,150,4,6,51,N,,,,TOR02,19002,,,
145003,20050920,0,Tue,LAN,NL,150,ARI,NL,151,1,4,51,N,,,,PHO01,23907,,,
145004,20050920,0,Tue,PHI,NL,151,ATL,NL,151,1,4,51,N,,,,ATL02,25701,,,
145005,20050920,0,Tue,SLN,NL,152,CIN,NL,151,5,6,51,N,,,,CIN09,16587,,,
145006,20050920,0,Tue,SDN,NL,150,COL,NL,150,1,20,51,N,,,,DEN02,18336,,,
145007,20050920,0,Tue,CHN,NL,151,MIL,NL,150,3,5,51,N,,,,MIL06,30136,,,
145008,20050920,0,Tue,FLO,NL,151,NYN,NL,150,2,3,71,N,,,,NYC17,21275,,,
145009,20050920,0,Tue,HOU,NL,152,PIT,NL,151,7,4,54,N,,,,PIT08,12927,,,
145010,20050920,0,Tue,SFN,NL,150,WAS,NL,151,4,3,54,N,,,,WAS10,32403,,,
145011,20050921,0,Wed,TEX,AL,152,ANA,AL,151,5,6,51,N,,,,ANA01,37776,,,
145012,20050921,0,Wed,CLE,AL,152,CHA,AL,151,8,0,54,N,,,,CHI12,36543,,,
145013,20050921,0,Wed,DET,AL,152,KCA,AL,151,3,4,53,D,,,,KAN06,8640,,,
145014,20050921,0,Wed,BAL,AL,151,NYA,AL,151,1,2,51,N,,,,NYC16,50382,,,
145015,20050921,0,Wed,MIN,AL,151,OAK,AL,152,10,4,54,D,,,,OAK01,14927,,,
145016,20050921,0,Wed,BOS,AL,152,TBA,AL,153,4,7,51,N,,,,STP01,20002,,,
145017,20050921,0,Wed,SEA,AL,152,TOR,AL,151,3,2,54,N,,,,TOR02,21469,,,
145018,20050921,0,Wed,LAN,NL,151,ARI,NL,152,2,3,51,N,,,,PHO01,19469,,,
145019,20050921,0,Wed,PHI,NL,152,ATL,NL,152,10,6,60,N,,,,ATL02,27030,,,
145020,20050921,0,Wed,SLN,NL,153,CIN,NL,152,5,1,54,N,,,,CIN09,16784,,,
145021,20050921,0,Wed,SDN,NL,151,COL,NL,151,5,2,54,N,,,,DEN02,18437,,,
145022,20050921,0,Wed,CHN,NL,152,MIL,NL,151,6,7,53,N,,,,MIL06,30049,,,
145023,20050921,0,Wed,FLO,NL,152,NYN,NL,151,4,5,52,N,,,,NYC17,36793,,,
145024,20050921,0,Wed,HOU,NL,153,PIT,NL,152,12,8,54,N,,,,PIT08,16266,,,
145025,20050921,0,Wed,SFN,NL,151,WAS,NL,152,5,1,54,N,,,,WAS10,32076,,,
145026,20050922,0,Thu,TEX,AL,153,ANA,AL,152,4,7,51,N,,,,ANA01,36588,,,
145027,20050922,0,Thu,MIN,AL,152,CHA,AL,152,4,1,66,N,,,,CHI12,25112,,,
145028,20050922,0,Thu,CLE,AL,153,KCA,AL,152,11,6,54,N,,,,KAN06,10028,,,
145029,20050922,0,Thu,BAL,AL,152,NYA,AL,152,6,7,51,N,,,,NYC16,52368,,,
145030,20050922,0,Thu,SEA,AL,153,TOR,AL,152,5,7,51,N,,,,TOR02,23118,,,
145031,20050922,0,Thu,LAN,NL,152,ARI,NL,153,4,7,71,N,,,,PHO01,18808,,,
145032,20050922,0,Thu,PHI,NL,153,ATL,NL,153,4,0,54,D,,,,ATL02,26301,,,
145033,20050922,0,Thu,SLN,NL,154,CIN,NL,153,2,6,51,N,,,,CIN09,17461,,,
145034,20050922,0,Thu,SDN,NL,152,COL,NL,152,2,4,51,D,,,,DEN02,18119,,,
145035,20050922,0,Thu,CHN,NL,153,MIL,NL,152,3,0,54,D,,,,MIL06,31137,,,
145036,20050922,0,Thu,FLO,NL,153,NYN,NL,152,2,1,54,N,,,,NYC17,25093,,,
145037,20050922,0,Thu,HOU,NL,154,PIT,NL,153,2,1,54,D,,,,PIT08,12587,,,
145038,20050922,0,Thu,SFN,NL,152,WAS,NL,153,0,2,51,D,,,,WAS10,29807,,,
145039,20050923,0,Fri,TBA,AL,154,ANA,AL,153,5,7,51,N,,,,ANA01,42421,,,
145040,20050923,0,Fri,BOS,AL,153,BAL,AL,153,6,3,54,N,,,,BAL12,46850,,,
145041,20050923,0,Fri,MIN,AL,153,CHA,AL,153,1,3,51,N,,,,CHI12,28003,,,
145042,20050923,0,Fri,SEA,AL,154,DET,AL,153,2,1,54,N,,,,DET05,23972,,,
145043,20050923,0,Fri,CLE,AL,154,KCA,AL,153,7,6,54,N,,,,KAN06,12519,,,
145044,20050923,0,Fri,TOR,AL,153,NYA,AL,153,0,5,51,N,,,,NYC16,53175,,,
145045,20050923,0,Fri,TEX,AL,154,OAK,AL,153,3,1,54,N,,,,OAK01,33402,,,
145046,20050923,0,Fri,SDN,NL,153,ARI,NL,154,5,3,54,N,,,,PHO01,30303,,,
145047,20050923,0,Fri,FLO,NL,154,ATL,NL,154,3,4,51,N,,,,ATL02,39076,,,
145048,20050923,0,Fri,HOU,NL,155,CHN,NL,154,4,5,51,D,,,,CHI11,38622,,,
145049,20050923,0,Fri,PHI,NL,154,CIN,NL,154,11,10,54,N,,,,CIN09,22608,,,
145050,20050923,0,Fri,SFN,NL,153,COL,NL,153,7,6,54,N,,,,DEN02,35265,,,
145051,20050923,0,Fri,PIT,NL,154,LAN,NL,153,3,4,51,N,,,,LOS03,40170,,,
145052,20050923,0,Fri,SLN,NL,155,MIL,NL,153,6,9,51,N,,,,MIL06,22472,,,
145053,20050923,0,Fri,NYN,NL,153,WAS,NL,154,5,2,60,N,,,,WAS10,30194,,,
145054,20050924,0,Sat,TBA,AL,155,ANA,AL,154,3,7,51,N,,,,ANA01,42344,,,
145055,20050924,0,Sat,BOS,AL,154,BAL,AL,154,4,3,54,D,,,,BAL12,48612,,,
145056,20050924,0,Sat,MIN,AL,154,CHA,AL,154,1,8,51,N,,,,CHI12,37699,,,
145057,20050924,0,Sat,SEA,AL,155,DET,AL,154,1,7,51,N,,,,DET05,25328,,,
145058,20050924,0,Sat,CLE,AL,155,KCA,AL,154,11,4,54,N,,,,KAN06,17358,,,
145059,20050924,0,Sat,TOR,AL,154,NYA,AL,154,7,4,54,D,,,,NYC16,53911,,,
145060,20050924,0,Sat,TEX,AL,155,OAK,AL,154,6,7,51,D,,,,OAK01,26704,,,
145061,20050924,0,Sat,SDN,NL,154,ARI,NL,155,5,8,51,N,,,,PHO01,26778,,,
145062,20050924,0,Sat,FLO,NL,155,ATL,NL,155,1,6,51,N,,,,ATL02,51775,,,
145063,20050924,0,Sat,HOU,NL,156,CHN,NL,155,8,3,54,D,,,,CHI11,39263,,,
145064,20050924,0,Sat,PHI,NL,155,CIN,NL,155,2,3,51,N,,,,CIN09,31632,,,
145065,20050924,0,Sat,SFN,NL,154,COL,NL,154,0,6,51,N,,,,DEN02,25141,,,
145066,20050924,0,Sat,PIT,NL,155,LAN,NL,154,8,3,54,N,,,,LOS03,45730,,,
145067,20050924,0,Sat,SLN,NL,156,MIL,NL,154,7,8,51,N,,,,MIL06,33506,,,
145068,20050924,0,Sat,NYN,NL,154,WAS,NL,155,5,2,54,N,,,,WAS10,32467,,,
145069,20050925,0,Sun,TBA,AL,156,ANA,AL,155,8,4,54,D,,,,ANA01,41733,,,
145070,20050925,0,Sun,BOS,AL,155,BAL,AL,155,9,3,54,D,,,,BAL12,46559,,,
145071,20050925,0,Sun,MIN,AL,155,CHA,AL,155,1,4,51,D,,,,CHI12,30402,,,
145072,20050925,0,Sun,SEA,AL,156,DET,AL,155,1,8,51,D,,,,DET05,26128,,,
145073,20050925,0,Sun,CLE,AL,156,KCA,AL,155,4,5,52,D,,,,KAN06,11453,,,
145074,20050925,0,Sun,TOR,AL,155,NYA,AL,155,4,8,51,D,,,,NYC16,55136,,,
145075,20050925,0,Sun,TEX,AL,156,OAK,AL,155,6,2,54,N,,,,OAK01,27709,,,
145076,20050925,0,Sun,SDN,NL,155,ARI,NL,156,3,4,57,D,,,,PHO01,26838,,,
145077,20050925,0,Sun,FLO,NL,156,ATL,NL,156,3,5,51,D,,,,ATL02,48147,,,
145078,20050925,0,Sun,HOU,NL,157,CHN,NL,156,2,3,51,D,,,,CHI11,38121,,,
145079,20050925,0,Sun,PHI,NL,156,CIN,NL,156,6,3,54,D,,,,CIN09,23072,,,
145080,20050925,0,Sun,SFN,NL,155,COL,NL,155,6,2,54,D,,,,DEN02,31746,,,
145081,20050925,0,Sun,PIT,NL,156,LAN,NL,155,2,9,51,D,,,,LOS03,37846,,,
145082,20050925,0,Sun,SLN,NL,157,MIL,NL,155,2,0,54,D,,,,MIL06,20150,,,
145083,20050925,0,Sun,NYN,NL,155,WAS,NL,156,6,5,54,D,,,,WAS10,29967,,,
145084,20050926,0,Mon,NYA,AL,156,BAL,AL,156,11,3,54,N,,,,BAL12,43039,,,
145085,20050926,0,Mon,CHA,AL,156,DET,AL,156,3,4,51,N,,,,DET05,10840,,,
145086,20050926,0,Mon,KCA,AL,156,MIN,AL,156,5,0,54,N,,,,MIN03,13472,,,
145087,20050926,0,Mon,ANA,AL,156,OAK,AL,156,4,3,54,N,,,,OAK01,19347,,,
145088,20050926,0,Mon,COL,NL,156,ATL,NL,157,6,5,54,N,,,,ATL02,23788,,,
145089,20050926,0,Mon,WAS,NL,157,FLO,NL,157,4,0,54,N,,,,MIA01,11467,,,
145090,20050926,0,Mon,PIT,NL,157,LAN,NL,156,4,9,51,N,,,,LOS03,36397,,,
145091,20050926,0,Mon,CIN,NL,157,MIL,NL,156,9,12,51,N,,,,MIL06,14412,,,
145092,20050926,0,Mon,NYN,NL,156,PHI,NL,157,6,5,54,N,,,,PHI13,28679,,,
145093,20050926,0,Mon,SFN,NL,156,SDN,NL,156,3,2,54,N,,,,SAN02,31569,,,
145094,20050927,0,Tue,NYA,AL,157,BAL,AL,157,9,17,51,N,,,,BAL12,29557,,,
145095,20050927,1,Tue,TOR,AL,156,BOS,AL,156,1,3,51,D,,,,BOS07,35700,,,
145096,20050927,2,Tue,TOR,AL,157,BOS,AL,157,7,5,54,N,,,,BOS07,35476,,,
145097,20050927,0,Tue,TBA,AL,157,CLE,AL,157,5,4,54,N,,,,CLE08,23795,,,
145098,20050927,0,Tue,CHA,AL,157,DET,AL,157,2,3,51,N,,,,DET05,13983,,,
145099,20050927,0,Tue,KCA,AL,157,MIN,AL,157,1,3,51,N,,,,MIN03,16147,,,
145100,20050927,0,Tue,ANA,AL,157,OAK,AL,157,4,3,54,N,,,,OAK01,18416,,,
145101,20050927,0,Tue,TEX,AL,157,SEA,AL,157,3,2,66,N,,,,SEA03,22739,,,
145102,20050927,0,Tue,COL,NL,157,ATL,NL,158,3,12,51,N,,,,ATL02,25306,,,
145103,20050927,0,Tue,PIT,NL,158,CHN,NL,157,5,3,54,N,,,,CHI11,38440,,,
145104,20050927,0,Tue,WAS,NL,158,FLO,NL,158,11,1,54,N,,,,MIA01,11507,,,
145105,20050927,0,Tue,ARI,NL,157,LAN,NL,157,2,0,54,N,,,,LOS03,42604,,,
145106,20050927,0,Tue,CIN,NL,158,MIL,NL,157,2,6,51,N,,,,MIL06,28031,,,
145107,20050927,0,Tue,NYN,NL,157,PHI,NL,158,3,2,54,N,,,,PHI13,36150,,,
145108,20050927,0,Tue,SFN,NL,157,SDN,NL,157,6,9,51,N,,,,SAN02,29492,,,
145109,20050927,0,Tue,HOU,NL,158,SLN,NL,158,3,1,54,N,,,,STL09,40260,,,
145110,20050928,0,Wed,NYA,AL,158,BAL,AL,158,2,1,54,N,,,,BAL12,30539,,,
145111,20050928,0,Wed,TOR,AL,158,BOS,AL,158,7,2,54,N,,,,BOS07,35313,,,
145112,20050928,0,Wed,TBA,AL,158,CLE,AL,158,1,0,54,N,,,,CLE08,24356,,,
145113,20050928,0,Wed,CHA,AL,158,DET,AL,158,8,2,54,N,,,,DET05,17221,,,
145114,20050928,0,Wed,KCA,AL,158,MIN,AL,158,3,6,51,N,,,,MIN03,14982,,,
145115,20050928,0,Wed,ANA,AL,158,OAK,AL,158,1,6,51,N,,,,OAK01,34562,,,
145116,20050928,0,Wed,TEX,AL,158,SEA,AL,158,7,3,54,N,,,,SEA03,20723,,,
145117,20050928,0,Wed,COL,NL,158,ATL,NL,159,10,5,54,N,,,,ATL02,29971,,,
145118,20050928,0,Wed,PIT,NL,159,CHN,NL,158,3,2,54,D,,,,CHI11,37491,,,
145119,20050928,0,Wed,WAS,NL,159,FLO,NL,159,11,7,54,N,,,,MIA01,11961,,,
145120,20050928,0,Wed,ARI,NL,158,LAN,NL,158,4,3,54,N,,,,LOS03,46424,,,
145121,20050928,0,Wed,CIN,NL,159,MIL,NL,158,11,4,54,N,,,,MIL06,21181,,,
145122,20050928,0,Wed,NYN,NL,158,PHI,NL,159,6,16,51,N,,,,PHI13,42250,,,
145123,20050928,0,Wed,SFN,NL,158,SDN,NL,158,1,9,51,N,,,,SAN02,33992,,,
145124,20050928,0,Wed,HOU,NL,159,SLN,NL,159,7,6,54,N,,,,STL09,40616,,,
145125,20050929,0,Thu,NYA,AL,159,BAL,AL,159,8,4,54,N,,,,BAL12,36821,,,
145126,20050929,0,Thu,TOR,AL,159,BOS,AL,159,4,5,52,N,,,,BOS07,35345,,,
145127,20050929,0,Thu,TBA,AL,159,CLE,AL,159,0,6,51,N,,,,CLE08,25870,,,
145128,20050929,0,Thu,CHA,AL,159,DET,AL,159,4,2,54,D,,,,DET05,13494,,,
145129,20050929,0,Thu,KCA,AL,159,MIN,AL,159,10,6,54,N,,,,MIN03,14638,,,
145130,20050929,0,Thu,ANA,AL,159,OAK,AL,159,7,1,54,D,,,,OAK01,21957,,,
145131,20050929,0,Thu,TEX,AL,159,SEA,AL,159,3,4,51,D,,,,SEA03,19481,,,
145132,20050929,0,Thu,CHN,NL,159,HOU,NL,160,3,2,54,N,,,,HOU03,37820,,,
145133,20050929,0,Thu,ARI,NL,159,LAN,NL,159,3,2,54,N,,,,LOS03,45053,,,
145134,20050929,0,Thu,CIN,NL,160,MIL,NL,159,0,2,51,D,,,,MIL06,13173,,,
145135,20050929,0,Thu,COL,NL,159,NYN,NL,159,0,11,51,N,,,,NYC17,27570,,,
145136,20050929,0,Thu,SFN,NL,159,SDN,NL,159,0,1,64,N,,,,SAN02,29818,,,
145137,20050930,0,Fri,NYA,AL,160,BOS,AL,160,3,5,51,N,,,,BOS07,34832,,,
145138,20050930,0,Fri,CHA,AL,160,CLE,AL,160,3,2,78,N,,,,CLE08,41072,,,
145139,20050930,0,Fri,DET,AL,160,MIN,AL,160,3,7,51,N,,,,MIN03,18725,,,
145140,20050930,0,Fri,OAK,AL,160,SEA,AL,160,1,4,51,N,,,,SEA03,34809,,,
145141,20050930,0,Fri,BAL,AL,160,TBA,AL,160,7,6,54,N,,,,STP01,15805,,,
145142,20050930,0,Fri,ANA,AL,160,TEX,AL,160,7,1,54,N,,,,ARL02,38187,,,
145143,20050930,0,Fri,KCA,AL,160,TOR,AL,160,1,10,51,N,,,,TOR02,23381,,,
145144,20050930,0,Fri,ATL,NL,160,FLO,NL,160,2,5,51,N,,,,MIA01,25461,,,
145145,20050930,0,Fri,CHN,NL,160,HOU,NL,161,4,3,54,N,,,,HOU03,41304,,,
145146,20050930,0,Fri,COL,NL,160,NYN,NL,160,2,3,51,N,,,,NYC17,29133,,,
145147,20050930,0,Fri,MIL,NL,160,PIT,NL,160,6,5,54,N,,,,PIT08,20922,,,
145148,20050930,0,Fri,LAN,NL,160,SDN,NL,160,1,3,51,N,,,,SAN02,39328,,,
145149,20050930,0,Fri,ARI,NL,160,SFN,NL,160,7,3,54,N,,,,SFO03,38893,,,
145150,20050930,0,Fri,CIN,NL,161,SLN,NL,160,6,12,51,N,,,,STL09,47257,,,
