latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,
2007-12-04T17:00,31.8,71,23.4,0.1,0,0.07,100,3.5
2007-12-04T18:00,31.2,76,24.4,0.2,0,0.14,100,3.6
2007-12-04T19:00,30.8,82,25.8,0.7,0,0.49,100,4.6
2007-12-04T20:00,30.3,87,26.9,1.1,0,0.77,100,4.6
2007-12-04T21:00,30.1,90,27.6,0.9,0,0.63,100,3.6
2007-12-04T22:00,30.2,91,27.9,0.9,0,0.63,100,4.8
2007-12-04T23:00,30.2,90,27.7,0.8,0,0.56,99,4.9
2007-12-05T00:00,30.1,91,27.8,0.8,0,0.56,100,4.6
2007-12-05T01:00,29.3,91,27.1,0.5,0,0.35,100,5.1
2007-12-05T02:00,29.2,91,26.9,0.7,0,0.49,100,6.9
2007-12-05T03:00,29.5,90,26.8,1,0,0.7,100,13
2007-12-05T04:00,29.8,85,25.9,1,0.1,0.63,99,17.7
2007-12-05T05:00,29.5,82,24.7,0.5,0,0.35,99,18.4
2007-12-05T06:00,29.2,81,24,0.2,0,0.14,98,18.4
2007-12-05T07:00,28.8,81,23.6,0,0,0.07,95,17.1
2007-12-05T08:00,28.5,79,22.9,0,0,0,87,16.8
2007-12-05T09:00,28.6,76,22.1,0.1,0,0.07,87,16.6
2007-12-05T10:00,28.8,76,22.2,0.1,0,0.07,84,16.8
2007-12-05T11:00,29,76,22.3,0.1,0,0.07,83,16.7
2007-12-05T12:00,28.7,75,21.7,0.3,0,0.21,83,16.1
2007-12-05T13:00,27.5,75,20.6,0.2,0,0.14,65,15.7
2007-12-05T14:00,26.8,73,19.2,0.1,0,0.07,72,14.9
2007-12-05T15:00,26.2,72,18.5,0,0,0.07,75,14.9
2007-12-05T16:00,24.2,75,17.3,0,0,0,65,11.9
2007-12-05T17:00,21.9,77,15.7,0,0,0,30,13
2007-12-05T18:00,19.9,78,14.1,0,0,0,18,13.3
2007-12-05T19:00,18.5,78,12.9,0,0,0,15,11.8
2007-12-05T20:00,17.5,78,11.8,0,0,0,12,10.5
2007-12-05T21:00,16.5,78,10.9,0,0,0,2,10.6
2007-12-05T22:00,15.2,78,9.7,0,0,0,6,10.3
2007-12-05T23:00,14.1,79,8.8,0,0,0,1,9.7
2007-12-06T00:00,13,80,7.9,0,0,0,1,8.6
2007-12-06T01:00,13,75,6.7,0,0,0,0,7.7
2007-12-06T02:00,12.1,76,6,0,0,0,1,7.7
2007-12-06T03:00,11.4,77,5.6,0,0,0,4,7.6
2007-12-06T04:00,10.5,78,5.1,0,0,0,14,7
2007-12-06T05:00,9.5,80,4.5,0,0,0,21,6.3
2007-12-06T06:00,8.6,80,3.9,0,0,0,8,6.4
2007-12-06T07:00,8.3,80,3.3,0,0,0,25,6.9
2007-12-06T08:00,8.5,79,3.2,0,0,0,71,7.5
2007-12-06T09:00,10.8,75,4.4,0,0,0,95,6.7
2007-12-06T10:00,14.8,69,6.6,0,0,0,3,6.7
2007-12-06T11:00,18.8,64,8.5,0,0,0,97,7.4
2007-12-06T12:00,21.2,61,9.9,0,0,0,75,8.3
2007-12-06T13:00,22.1,60,10.4,0,0,0,18,8.3
2007-12-06T14:00,22.9,61,11.5,0,0,0,99,8.2
2007-12-06T15:00,23.4,64,12.9,0,0,0,100,8.1
2007-12-06T16:00,23.3,67,14.1,0,0,0,100,6.9
2007-12-06T17:00,23.2,71,15.1,0,0,0,100,8.5
2007-12-06T18:00,23.6,74,16.4,0,0,0,100,9.2
2007-12-06T19:00,24.2,77,18,0,0,0.07,100,9.9
2007-12-06T20:00,24.7,79,19.3,0.2,0,0.14,100,11
2007-12-06T21:00,25.2,81,20.2,0.4,0,0.28,100,11
2007-12-06T22:00,25.6,83,21.1,0.5,0,0.35,100,10.4
2007-12-06T23:00,25.6,85,21.7,0.6,0,0.42,89,10.6
2007-12-07T00:00,25.8,85,22,0.3,0,0.21,99,11.2
2007-12-07T01:00,25.6,86,21.9,0.1,0,0.07,95,11.7
2007-12-07T02:00,25.8,87,22.4,0,0,0.07,86,11.4
2007-12-07T03:00,25.7,87,22.5,0,0,0,86,10.6
2007-12-07T04:00,25.6,88,22.7,0,0,0,98,8.4
2007-12-07T05:00,25.7,89,22.9,0,0,0,94,8.2
2007-12-07T06:00,25.9,89,23.1,0,0,0,91,8.8
2007-12-07T07:00,25.8,90,23.2,0,0,0,92,9.8
2007-12-07T08:00,26.4,89,23.7,0,0,0,99,10.6
2007-12-07T09:00,27.3,87,24,0,0,0,97,10.4
2007-12-07T10:00,28.3,83,23.8,0,0,0,100,11
2007-12-07T11:00,29.2,80,23.8,0,0,0,100,10
2007-12-07T12:00,29.7,80,24.3,0,0,0,100,10.4
2007-12-07T13:00,30.5,80,24.9,0,0,0,100,10.2
2007-12-07T14:00,30.6,80,25.1,0,0,0,100,10.2
2007-12-07T15:00,30.4,81,25.4,0,0,0,100,9.8
2007-12-07T16:00,30.1,83,25.6,0,0,0,100,7.5
2007-12-07T17:00,29.7,84,25.5,0,0,0,100,7
2007-12-07T18:00,29.4,85,25.4,0,0,0,100,7
2007-12-07T19:00,29.3,85,25.5,0,0,0,100,7
2007-12-07T20:00,29,86,25.4,0,0,0,100,7.6
2007-12-07T21:00,28.3,87,24.8,0,0,0,99,8
2007-12-07T22:00,27.7,87,24.4,0,0,0,96,8.3
2007-12-07T23:00,26.9,87,23.6,0,0,0,95,8.6
2007-12-08T00:00,25.7,85,21.9,0,0,0,85,9.2
2007-12-08T01:00,25.6,84,21.4,0,0,0,78,9.5
2007-12-08T02:00,24,80,18.9,0,0,0,87,10.1
2007-12-08T03:00,22,79,16.6,0,0,0,82,10.3
2007-12-08T04:00,20.5,79,14.9,0,0,0,36,10.6
2007-12-08T05:00,19.3,79,13.9,0,0,0,44,11.4
2007-12-08T06:00,18.4,80,13.4,0,0,0,51,10.8
2007-12-08T07:00,18,81,13,0,0,0,68,10
2007-12-08T08:00,18.4,81,13.4,0,0,0,82,8.9
2007-12-08T09:00,19.9,79,14.4,0,0,0,87,8.2
2007-12-08T10:00,21.9,78,16.2,0,0,0,97,7.2
2007-12-08T11:00,23.5,78,17.6,0,0,0,98,7.4
2007-12-08T12:00,24.6,78,18.8,0,0,0,97,7.4
2007-12-08T13:00,25.5,79,19.9,0,0,0,98,8.8
2007-12-08T14:00,25.8,80,20.4,0,0,0,97,8.4
2007-12-08T15:00,26.4,80,21,0,0,0,99,7.1
2007-12-08T16:00,26.7,80,21.4,0,0,0.07,100,7.4
2007-12-08T17:00,27.1,82,22.2,0.1,0,0.07,100,7.6
2007-12-08T18:00,27.4,83,22.9,0.2,0,0.14,100,7.4
2007-12-08T19:00,28,84,23.7,0.3,0,0.21,100,6.9
2007-12-08T20:00,28.5,84,24.3,0.3,0,0.21,100,6.9
2007-12-08T21:00,29,85,25.1,0.3,0,0.21,100,7.3
2007-12-08T22:00,29.4,86,25.6,0.3,0,0.21,100,8.1
2007-12-08T23:00,30,86,26.3,0.3,0,0.21,100,8.6
2007-12-09T00:00,30.3,86,26.6,0.2,0,0.14,100,8.2
2007-12-09T01:00,30.1,87,26.5,0.2,0,0.14,100,7.8
2007-12-09T02:00,30.3,86,26.7,0.3,0.1,0.14,100,7.6
2007-12-09T03:00,30.5,86,26.9,0.2,0,0.14,100,7.6
2007-12-09T04:00,30.6,86,27,0.1,0,0.07,100,8.8
2007-12-09T05:00,30.7,86,27,0.2,0.1,0.07,100,9
2007-12-09T06:00,30.9,85,26.9,0.2,0.1,0.07,100,10.1
2007-12-09T07:00,31,84,26.9,0.1,0,0.07,100,9.3
2007-12-09T08:00,31.2,84,27.1,0.2,0.1,0.07,100,8.7
2007-12-09T09:00,31.4,84,27.3,0.2,0.1,0.07,100,10
2007-12-09T10:00,31.9,83,27.4,0,0,0.07,100,10.1
2007-12-09T11:00,32.2,80,26.6,0,0,0,100,9.4
2007-12-09T12:00,32.4,78,26.4,0,0,0,100,8.8
2007-12-09T13:00,31.9,81,26.5,0,0,0,100,8.2
2007-12-09T14:00,31.9,81,26.8,0,0,0,99,8
2007-12-09T15:00,32,82,27.3,0,0,0.07,97,7.3
2007-12-09T16:00,31.9,84,27.4,0,0,0,99,7.9
2007-12-09T17:00,31.7,84,27.5,0,0,0,100,7.3
2007-12-09T18:00,31.6,86,27.8,0,0,0,99,6.8
2007-12-09T19:00,31.4,87,28.1,0.2,0,0.14,98,7.2
2007-12-09T20:00,31.6,87,28.3,0.1,0,0.07,100,5.7
2007-12-09T21:00,31.4,89,28.5,0.1,0,0.07,98,5.2
2007-12-09T22:00,31.5,89,28.6,0,0,0.07,99,4.5
2007-12-09T23:00,31.3,90,28.6,0,0,0.07,99,3.2
2007-12-10T00:00,31.2,90,28.5,0,0,0,99,3.8
2007-12-10T01:00,30.8,91,28.4,0,0,0,100,4.9
2007-12-10T02:00,30.9,90,28.3,0,0,0.07,100,6.1
2007-12-10T03:00,30.8,90,28.1,0,0,0.07,100,6.7
2007-12-10T04:00,30.6,90,27.9,0,0,0,100,7
2007-12-10T05:00,30.3,90,27.7,0,0,0,100,6.3
2007-12-10T06:00,30.3,90,27.6,0,0,0,100,5.7
2007-12-10T07:00,30,90,27.4,0,0,0,100,5.1
2007-12-10T08:00,29.7,91,27.3,0,0,0,100,4.4
2007-12-10T09:00,30.2,90,27.5,0,0,0,100,3.3
2007-12-10T10:00,31.1,88,28.1,0,0,0,100,2.6
2007-12-10T11:00,31.9,88,28.7,0,0,0,100,1.3
2007-12-10T12:00,32.4,87,29,0,0,0,100,2.3
2007-12-10T13:00,33,87,29.5,0,0,0,100,4.3
2007-12-10T14:00,33.1,87,29.6,0,0,0,99,4.1
2007-12-10T15:00,33.2,86,29.6,0,0,0,100,3.8
2007-12-10T16:00,32.9,87,29.6,0,0,0,97,3.6
2007-12-10T17:00,32,89,29.2,0,0,0,94,3.6
2007-12-10T18:00,30.7,91,28.4,0,0,0,93,3.9
2007-12-10T19:00,29.8,92,27.7,0,0,0,96,5.7
2007-12-10T20:00,30.1,92,28,0,0,0,67,7.5
2007-12-10T21:00,30.5,91,28.2,0,0,0,51,8
2007-12-10T22:00,30.7,91,28.4,0,0,0,58,9
2007-12-10T23:00,30.1,92,28.1,0,0,0,99,7.8
2007-12-11T00:00,30.5,92,28.4,0,0,0,100,7.5
2007-12-11T01:00,30.1,94,28.4,0,0,0,100,8.1
2007-12-11T02:00,30.3,94,28.7,0,0,0,100,7.1
2007-12-11T03:00,30.5,94,29.1,0,0,0,100,5
2007-12-11T04:00,30.5,96,29.5,0.8,0.4,0.28,100,1.6
2007-12-11T05:00,31.2,94,29.6,1.5,1,0.35,100,2.1
2007-12-11T06:00,31.6,94,30.1,2.3,2.3,0,100,5.1
2007-12-11T07:00,32.1,95,30.9,2.1,2.1,0,100,2.9
2007-12-11T08:00,32.3,95,31,1.9,1.9,0,100,2.9
2007-12-11T09:00,32.8,95,31.4,1.7,1.7,0,100,3.6
2007-12-11T10:00,32.8,95,31.6,1.9,1.9,0,100,1.5
2007-12-11T11:00,32.9,95,31.8,1.7,1.7,0,100,4.8
2007-12-11T12:00,33.1,95,31.9,1.2,1.2,0,100,1.4
2007-12-11T13:00,34,94,32.6,2.5,2.5,0,100,5.9
2007-12-11T14:00,34,94,32.5,1.1,1.1,0,100,7.1
2007-12-11T15:00,34,93,32.3,0.7,0.7,0,100,7.2
2007-12-11T16:00,33.7,93,32,1,1,0,100,6.9
2007-12-11T17:00,33.7,93,31.9,1.6,1.6,0,100,9.2
2007-12-11T18:00,33,93,31.3,2.8,2.5,0.21,100,10.8
2007-12-11T19:00,32.4,93,30.7,1.3,0.8,0.35,100,10.6
2007-12-11T20:00,31.9,91,29.6,0.4,0.2,0.14,100,10.3
2007-12-11T21:00,31.7,89,28.8,0.2,0.1,0.07,95,10.3
2007-12-11T22:00,31.2,88,28,0.2,0,0.14,99,12.1
2007-12-11T23:00,30.7,86,26.9,0.1,0,0.07,100,11.9
2007-12-12T00:00,30.1,84,25.8,0,0,0.07,100,11.1
2007-12-12T01:00,30.9,82,26.1,0,0,0.07,98,11.4
2007-12-12T02:00,30.5,82,25.6,0,0,0,89,11.6
2007-12-12T03:00,30.2,81,25,0,0,0,64,11.8
2007-12-12T04:00,29.7,80,24.4,0,0,0,88,11.7
2007-12-12T05:00,29.2,81,23.9,0,0,0,94,10.6
2007-12-12T06:00,29.2,81,23.9,0,0,0,97,9.9
2007-12-12T07:00,29.2,81,24.2,0,0,0,97,8.7
2007-12-12T08:00,29.6,82,24.7,0,0,0,96,8.3
2007-12-12T09:00,30.4,81,25.2,0,0,0,100,7.2
2007-12-12T10:00,31.3,80,25.9,0,0,0,99,6.8
2007-12-12T11:00,32.7,79,26.7,0,0,0,95,6.1
2007-12-12T12:00,33.9,77,27.4,0,0,0,92,6.1
2007-12-12T13:00,34.6,76,27.8,0,0,0,77,5.4
2007-12-12T14:00,34.6,75,27.6,0,0,0,67,5.1
2007-12-12T15:00,34.5,76,27.6,0,0,0,39,4.7
2007-12-12T16:00,33.7,79,28,0,0,0,24,4.1
2007-12-12T17:00,31.3,81,26.2,0,0,0,20,5.2
2007-12-12T18:00,30.4,81,25.4,0,0,0,59,4.8
2007-12-12T19:00,31.6,80,26.1,0,0,0,92,5.9
2007-12-12T20:00,32.6,80,27,0,0,0,86,7
2007-12-12T21:00,32.9,80,27.4,0,0,0,92,8.1
2007-12-12T22:00,32.9,81,27.6,0,0,0,94,9.2
2007-12-12T23:00,32.8,82,27.9,0,0,0,91,9.7
2007-12-13T00:00,32.6,84,28.3,0,0,0,91,9.3
2007-12-13T01:00,32.8,85,28.6,0,0,0,93,8.2
2007-12-13T02:00,32.8,85,28.6,0,0,0,96,7.4
2007-12-13T03:00,32.7,85,28.8,0,0,0,96,6.5
2007-12-13T04:00,32.5,87,29.1,0,0,0.07,99,5.6
2007-12-13T05:00,32.4,88,29.2,0,0,0.07,97,6
2007-12-13T06:00,32.3,88,29.2,0,0,0,91,7.2
2007-12-13T07:00,32.1,88,29,0,0,0,84,8.6
2007-12-13T08:00,31.6,88,28.3,0,0,0,87,10.1
2007-12-13T09:00,31.3,84,27.1,0,0,0,86,11.9
2007-12-13T10:00,31.6,81,26.4,0,0,0,83,13.1
2007-12-13T11:00,32.3,78,26.2,0,0,0,82,14.7
2007-12-13T12:00,33,76,26.3,0,0,0,95,15.6
2007-12-13T13:00,32.2,76,25.6,0,0,0,96,16.8
2007-12-13T14:00,31.7,76,24.8,0,0,0,97,18.4
2007-12-13T15:00,31,75,24.1,0,0,0,100,18.6
2007-12-13T16:00,31,75,23.9,0,0,0,100,16.6
2007-12-13T17:00,30.9,75,23.9,0,0,0,82,16.3
2007-12-13T18:00,31,76,24.2,0,0,0,32,16.2
2007-12-13T19:00,30.8,77,24.3,0,0,0,12,15.3
2007-12-13T20:00,30.1,77,23.8,0,0,0,4,15.3
2007-12-13T21:00,29.2,78,23.2,0,0,0,3,15.3
2007-12-13T22:00,28.7,78,22.9,0,0,0,0,15.1
2007-12-13T23:00,28.3,79,22.5,0,0,0,18,14.2
2007-12-14T00:00,27.8,79,22.2,0,0,0,91,13.7
2007-12-14T01:00,28,79,22.2,0,0,0,100,13.4
2007-12-14T02:00,28,78,21.9,0,0,0,98,13.2
2007-12-14T03:00,27.5,75,20.7,0,0,0,99,13
2007-12-14T04:00,26.6,75,19.7,0,0,0,100,12.4
2007-12-14T05:00,25.5,74,18.4,0,0,0,100,12.3
2007-12-14T06:00,24.4,74,17.4,0,0,0,100,11.9
2007-12-14T07:00,23.2,74,16.3,0,0,0,100,11.3
2007-12-14T08:00,22.5,75,15.7,0,0,0,98,10.4
2007-12-14T09:00,22.7,74,15.7,0,0,0,100,9.8
2007-12-14T10:00,23.2,74,16.1,0,0,0,99,8.5
2007-12-14T11:00,23.9,73,16.6,0,0,0,100,6.8
2007-12-14T12:00,24.6,73,17.2,0,0,0,100,6.1
2007-12-14T13:00,26.2,74,18.9,0,0,0,100,5.8
2007-12-14T14:00,26.8,73,19.3,0,0,0,100,6.3
2007-12-14T15:00,27.1,73,19.7,0,0,0,100,6.3
2007-12-14T16:00,27.2,74,20,0,0,0,100,5.7
2007-12-14T17:00,27.2,75,20.4,0,0,0,99,5.9
2007-12-14T18:00,27.4,76,20.9,0,0,0,100,5
2007-12-14T19:00,28.1,75,21.3,0,0,0,100,5.6
2007-12-14T20:00,28.5,76,21.9,0,0,0,100,5.2
2007-12-14T21:00,29.2,74,22.1,0,0,0,100,5.5
2007-12-14T22:00,29.8,74,22.4,0,0,0,100,6.6
2007-12-14T23:00,30.1,74,22.7,0,0,0,100,7.2
2007-12-15T00:00,30,74,22.8,0,0,0,100,7.6
2007-12-15T01:00,29.6,77,23.4,0,0,0,100,7.9
2007-12-15T02:00,29.3,78,23.2,0,0,0,100,7.6
2007-12-15T03:00,29.2,78,23.2,0,0,0.07,100,7.3
2007-12-15T04:00,29,79,23.3,0.1,0,0.07,100,5.6
2007-12-15T05:00,28.9,80,23.5,0.2,0,0.14,100,5.1
2007-12-15T06:00,28.7,82,23.9,0.3,0,0.21,100,8.7
2007-12-15T07:00,28.4,85,24.4,0.5,0,0.35,100,11.1
2007-12-15T08:00,28.5,85,24.7,0.5,0,0.35,100,10
2007-12-15T09:00,29.1,84,24.7,0.3,0,0.21,100,9.8
2007-12-15T10:00,29.6,83,25,0.2,0,0.14,100,10.9
2007-12-15T11:00,30.1,82,25.2,0.2,0,0.14,100,11
2007-12-15T12:00,30.5,81,25.5,0.2,0,0.14,100,10.8
2007-12-15T13:00,30.7,83,26.2,0.3,0,0.21,100,11.4
2007-12-15T14:00,30.7,83,26.3,0.4,0,0.28,100,11.7
2007-12-15T15:00,30.5,85,26.5,0.5,0,0.35,100,11
2007-12-15T16:00,30.5,86,26.7,0.5,0,0.35,100,9.8
2007-12-15T17:00,30.4,86,26.6,0.5,0,0.35,100,11.4
2007-12-15T18:00,30.5,86,26.7,0.7,0,0.49,100,12.7
2007-12-15T19:00,30.5,85,26.6,0.6,0,0.42,99,14.3
2007-12-15T20:00,30.4,85,26.5,0.6,0,0.42,99,14.4
2007-12-15T21:00,30.2,86,26.5,0.7,0,0.49,100,15
2007-12-15T22:00,30.1,86,26.5,0.7,0,0.49,100,16.1
2007-12-15T23:00,30.1,86,26.5,0.6,0,0.42,100,15.8
2007-12-16T00:00,30.3,85,26.4,0.5,0,0.35,100,16.5
2007-12-16T01:00,29.9,86,26.1,0.9,0,0.63,100,17.8
2007-12-16T02:00,30.1,84,25.9,0.7,0,0.49,100,18.7
2007-12-16T03:00,30.1,84,25.7,0.7,0,0.49,100,19.7
2007-12-16T04:00,29.7,84,25.5,0.6,0,0.42,100,22.2
2007-12-16T05:00,28.8,85,24.9,0.3,0,0.21,100,22.5
2007-12-16T06:00,27.4,87,23.9,0.2,0,0.14,100,22
2007-12-16T07:00,25.5,85,21.6,0.1,0,0.07,100,21.4
2007-12-16T08:00,23.8,85,20,0.1,0,0.07,82,21.1
2007-12-16T09:00,23.4,82,18.7,0,0,0,34,21.4
2007-12-16T10:00,23.3,80,17.9,0,0,0,24,20.3
2007-12-16T11:00,23.7,77,17.4,0,0,0,15,19.4
2007-12-16T12:00,24.1,73,16.8,0,0,0,5,18.5
2007-12-16T13:00,24.4,73,17,0,0,0,3,17.6
2007-12-16T14:00,24.4,72,16.7,0,0,0,0,16.6
2007-12-16T15:00,24,72,16.5,0,0,0,0,15
2007-12-16T16:00,22.8,74,15.8,0,0,0,10,12.2
2007-12-16T17:00,21.2,77,15.1,0,0,0,11,12.5
2007-12-16T18:00,20.2,79,14.8,0,0,0,9,12.2
2007-12-16T19:00,19.2,81,14.4,0,0,0,7,12.3
2007-12-16T20:00,18.4,83,14,0,0,0,15,12.4
2007-12-16T21:00,17.6,84,13.7,0,0,0,21,11.7
2007-12-16T22:00,16.8,85,13,0,0,0,24,11.2
2007-12-16T23:00,16,85,12.4,0,0,0,31,11
2007-12-17T00:00,15.2,86,11.9,0,0,0,31,10.8
2007-12-17T01:00,14.6,87,11.3,0,0,0,32,10.6
2007-12-17T02:00,14.8,87,11.5,0,0,0,36,10.5
2007-12-17T03:00,14.8,87,11.6,0,0,0,37,10.3
2007-12-17T04:00,14.7,88,11.7,0,0,0,67,9.1
2007-12-17T05:00,14.4,88,11.5,0,0,0,76,9.6
2007-12-17T06:00,14.7,88,11.9,0,0,0,78,9.8
2007-12-17T07:00,14.8,88,11.9,0,0,0,89,9.7
2007-12-17T08:00,15.3,86,12,0,0,0,92,9.6
2007-12-17T09:00,16.6,85,12.8,0,0,0,95,10.2
2007-12-17T10:00,18.3,83,13.9,0,0,0,88,10.8
2007-12-17T11:00,20.3,81,15.5,0,0,0,89,11.7
2007-12-17T12:00,22.3,80,17,0,0,0,78,12.8
2007-12-17T13:00,25.3,78,19.3,0,0,0,46,13.3
2007-12-17T14:00,26.3,77,20.2,0,0,0,2,12.8
2007-12-17T15:00,26.4,79,20.6,0,0,0,2,12.7
2007-12-17T16:00,25.3,81,20.3,0,0,0,7,12.4
2007-12-17T17:00,23.8,83,19.4,0,0,0,2,12.5
2007-12-17T18:00,22.9,85,18.9,0,0,0,4,12.6
2007-12-17T19:00,22.5,85,18.6,0,0,0,5,12.5
2007-12-17T20:00,22.1,84,18.2,0,0,0,4,13
2007-12-17T21:00,22,84,17.9,0,0,0,5,13.3
2007-12-17T22:00,22,84,17.7,0,0,0,50,13.6
2007-12-17T23:00,22.1,83,17.8,0,0,0,65,13.6
2007-12-18T00:00,22.5,83,18.1,0,0,0,93,13.7
2007-12-18T01:00,22.6,84,18.4,0,0,0,100,13
2007-12-18T02:00,23.4,83,19.1,0,0,0,99,12.8
2007-12-18T03:00,24.2,83,19.7,0,0,0,99,12.7
2007-12-18T04:00,24.9,82,20.2,0,0,0,100,12.9
2007-12-18T05:00,25.6,82,20.7,0,0,0,98,12.8
2007-12-18T06:00,26.1,81,21.1,0,0,0,97,12.4
2007-12-18T07:00,26.6,82,21.8,0,0,0,98,12.2
2007-12-18T08:00,27.2,83,22.6,0,0,0,96,11.9
2007-12-18T09:00,28.6,82,23.9,0,0,0,99,12.7
2007-12-18T10:00,30.5,82,25.6,0,0,0,95,13.5
2007-12-18T11:00,32.3,80,26.7,0,0,0,97,14.4
2007-12-18T12:00,33.7,79,27.7,0,0,0,99,14.9
2007-12-18T13:00,34.6,78,28.5,0,0,0,96,14.5
2007-12-18T14:00,35.1,78,29,0,0,0,98,13.7
2007-12-18T15:00,35.1,80,29.4,0,0,0,83,13.2
2007-12-18T16:00,34.3,82,29.3,0,0,0,44,11.2
2007-12-18T17:00,33,85,29,0,0,0,39,11.5
2007-12-18T18:00,32.1,87,28.6,0,0,0,5,11.9
2007-12-18T19:00,31.6,87,28.3,0,0,0,21,12.2
2007-12-18T20:00,31.4,88,28.2,0,0,0,96,11.6
2007-12-18T21:00,31.3,88,28.3,0,0,0,99,11.1
2007-12-18T22:00,30.8,89,27.9,0,0,0,98,10.9
2007-12-18T23:00,30.2,90,27.5,0,0,0,100,11
2007-12-19T00:00,29.2,91,26.8,0,0,0,100,11.4
2007-12-19T01:00,29.2,90,26.5,0,0,0,100,11.2
2007-12-19T02:00,29.3,89,26.5,0,0,0,100,11.1
2007-12-19T03:00,29.5,88,26.4,0,0,0,100,10.8
2007-12-19T04:00,29.5,87,26.1,0,0,0,99,10.6
2007-12-19T05:00,29.4,87,25.9,0,0,0,95,10.4
2007-12-19T06:00,28.8,88,25.6,0,0,0,69,9.8
2007-12-19T07:00,28.1,88,25,0,0,0,74,9.3
2007-12-19T08:00,27.4,88,24.4,0,0,0,88,8.8
2007-12-19T09:00,27.4,87,23.9,0,0,0,99,9
2007-12-19T10:00,27.7,85,23.8,0,0,0,100,7.9
2007-12-19T11:00,28.6,84,24.3,0,0,0,100,6
2007-12-19T12:00,29.7,82,24.7,0,0,0,100,4.2
2007-12-19T13:00,31.1,80,25.8,0,0,0,71,3.2
2007-12-19T14:00,31.7,81,26.4,0,0,0,26,4.5
2007-12-19T15:00,31.8,81,26.7,0,0,0,16,4.9
2007-12-19T16:00,30.1,85,26.3,0,0,0,8,5.1
2007-12-19T17:00,27.4,88,24.4,0,0,0,72,5.9
2007-12-19T18:00,26,89,23.3,0,0,0,98,5.9
2007-12-19T19:00,24.7,91,22.4,0,0,0,100,6
2007-12-19T20:00,24.7,91,22.5,0,0,0,100,5.2
2007-12-19T21:00,22.7,92,20.8,0,0,0,100,5.6
2007-12-19T22:00,22,93,20.2,0,0,0,100,6.9
2007-12-19T23:00,23,93,21.2,0,0,0,100,5.8
2007-12-20T00:00,23.9,92,22,0,0,0,99,6.7
2007-12-20T01:00,25.2,91,23,0,0,0,100,7.8
2007-12-20T02:00,25.8,90,23.4,0,0,0,100,8.4
2007-12-20T03:00,26.4,90,23.8,0,0,0,100,8.1
2007-12-20T04:00,27.1,89,24.2,0,0,0,100,8.4
2007-12-20T05:00,28.1,87,24.8,0,0,0,100,8.4
2007-12-20T06:00,28.6,87,25.2,0,0,0,100,8.4
2007-12-20T07:00,28.8,86,25.2,0,0,0,100,9.2
2007-12-20T08:00,29.8,85,25.7,0,0,0,99,10.6
2007-12-20T09:00,31.1,83,26.5,0,0,0,93,11.4
2007-12-20T10:00,32.8,79,27.2,0,0,0,96,10.7
2007-12-20T11:00,34.6,76,27.8,0,0,0,95,11.3
2007-12-20T12:00,35.9,75,28.8,0,0,0,96,11.7
2007-12-20T13:00,36.4,75,29.3,0,0,0,78,11.3
2007-12-20T14:00,36.6,77,30.1,0,0,0,58,10.7
2007-12-20T15:00,36.4,80,30.7,0,0,0,25,11
2007-12-20T16:00,35.5,83,30.8,0,0,0,23,10.3
2007-12-20T17:00,34.7,85,30.6,0,0,0,44,11
2007-12-20T18:00,34.5,85,30.3,0,0,0,37,12.6
2007-12-20T19:00,34.4,84,30.1,0,0,0,33,13.7
2007-12-20T20:00,34.4,83,29.9,0,0,0,51,13.9
2007-12-20T21:00,34.5,83,29.9,0,0,0,79,14.4
2007-12-20T22:00,34.7,84,30.3,0.3,0.3,0,97,13.9
2007-12-20T23:00,34.8,85,30.7,1.3,1.3,0,100,12
2007-12-21T00:00,34.9,86,31,1.2,1.2,0,94,10.8
2007-12-21T01:00,34.7,85,30.8,0.3,0.3,0,100,10.4
2007-12-21T02:00,34.9,86,31.1,0.2,0.2,0,100,10.1
2007-12-21T03:00,35,87,31.5,0.3,0.3,0,100,9.7
2007-12-21T04:00,35,88,31.8,0.2,0.2,0,100,7.8
2007-12-21T05:00,35,88,31.9,0.2,0.2,0,100,7.5
2007-12-21T06:00,35.1,89,32.1,0.2,0.2,0,100,7.9
2007-12-21T07:00,35.1,89,32.2,0.1,0.1,0,100,8
2007-12-21T08:00,35.2,89,32.4,0,0,0,100,8.3
2007-12-21T09:00,35.7,89,32.8,0,0,0,100,8
2007-12-21T10:00,36.4,89,33.5,0,0,0,100,7
2007-12-21T11:00,37.2,89,34.2,0,0,0,100,6.5
2007-12-21T12:00,38,89,34.9,0,0,0,100,6.1
2007-12-21T13:00,37.4,89,34.6,0,0,0,100,5.3
2007-12-21T14:00,37.3,91,34.8,0,0,0,100,5.4
2007-12-21T15:00,37.1,91,34.7,0,0,0,100,5.1
2007-12-21T16:00,36.8,91,34.6,0,0,0,100,6
2007-12-21T17:00,36.7,91,34.5,0,0,0,100,6.7
2007-12-21T18:00,36.8,92,34.6,0,0,0,100,6.8
2007-12-21T19:00,37,92,34.8,0,0,0,100,7.7
2007-12-21T20:00,37.2,92,35,0,0,0,100,8.4
2007-12-21T21:00,37.3,93,35.5,0,0,0,100,8.7
2007-12-21T22:00,37.6,94,36,0,0,0,100,9.1
2007-12-21T23:00,38,96,36.8,0,0,0,100,9.1
2007-12-22T00:00,38.3,97,37.5,0,0,0,100,8.8
