latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
2007-05-13,64.1,0.000,,,
2007-05-14,62.6,0.000,,,
2007-05-15,62.9,0.000,,,
2007-05-16,62.5,0.000,,,
2007-05-17,62.7,0.000,,,
2007-05-18,62.6,0.000,,,
2007-05-19,64.8,0.000,,,
2007-05-20,64.1,0.000,,,
2007-05-21,64.3,0.000,,,
2007-05-22,64.4,0.000,,,
2007-05-23,66.5,0.008,,,
2007-05-24,66.1,0.000,,,
2007-05-25,64.4,0.000,,,
2007-05-26,66.1,0.000,,,
2007-05-27,64.3,0.000,,,
2007-05-28,64.3,0.000,,,
2007-05-29,64.8,0.000,,,
2007-05-30,66.4,0.000,,,
2007-05-31,65.1,0.000,,,
2007-06-01,64.7,0.000,,,
2007-06-02,66.8,0.000,,,
2007-06-03,65.5,0.000,,,
2007-06-04,67.2,0.000,,,
2007-06-05,66.1,0.000,,,
2007-06-06,65.2,0.000,,,
2007-06-07,66.2,0.000,,,
2007-06-08,65.6,0.000,,,
2007-06-09,64.1,0.000,,,
2007-06-10,64.2,0.000,,,
2007-06-11,65.5,0.000,,,
2007-06-12,68.1,0.000,,,
2007-06-13,70.4,0.000,,,
2007-06-14,72.3,0.000,,,
2007-06-15,72.0,0.000,,,
2007-06-16,70.6,0.000,,,
2007-06-17,69.0,0.000,,,
2007-06-18,68.6,0.000,,,
2007-06-19,71.7,0.000,,,
2007-06-20,75.6,0.000,,,
2007-06-21,73.3,0.000,,,
2007-06-22,72.5,0.000,,,
2007-06-23,70.6,0.000,,,
2007-06-24,68.9,0.000,,,
2007-06-25,71.6,0.000,,,
2007-06-26,72.5,0.000,,,
2007-06-27,72.9,0.000,,,
2007-06-28,73.4,0.000,,,
2007-06-29,73.4,0.000,,,
2007-06-30,74.7,0.000,,,
2007-07-01,76.9,0.000,,,
2007-07-02,77.8,0.000,,,
2007-07-03,78.9,0.000,,,
2007-07-04,76.2,0.000,,,
2007-07-05,75.1,0.000,,,
2007-07-06,73.3,0.000,,,
2007-07-07,74.1,0.000,,,
2007-07-08,70.6,0.000,,,
2007-07-09,70.6,0.000,,,
2007-07-10,70.9,0.000,,,
2007-07-11,72.3,0.000,,,
2007-07-12,74.6,0.000,,,
2007-07-13,76.6,0.000,,,
2007-07-14,74.3,0.000,,,
2007-07-15,72.2,0.000,,,
2007-07-16,70.4,0.000,,,
2007-07-17,71.4,0.000,,,
2007-07-18,73.5,0.000,,,
2007-07-19,72.6,0.000,,,
2007-07-20,72.0,0.000,,,
2007-07-21,70.7,0.000,,,
2007-07-22,72.1,0.000,,,
2007-07-23,73.5,0.000,,,
2007-07-24,76.3,0.000,,,
2007-07-25,76.0,0.000,,,
2007-07-26,78.3,0.000,,,
2007-07-27,79.1,0.000,,,
2007-07-28,78.1,0.000,,,
2007-07-29,74.7,0.000,,,
2007-07-30,73.4,0.000,,,
2007-07-31,72.3,0.000,,,
2007-08-01,72.7,0.000,,,
2007-08-02,75.6,0.000,,,
2007-08-03,76.7,0.000,,,
2007-08-04,74.4,0.000,,,
2007-08-05,72.3,0.000,,,
2007-08-06,73.9,0.000,,,
2007-08-07,73.0,0.000,,,
2007-08-08,73.1,0.000,,,
2007-08-09,73.4,0.000,,,
2007-08-10,72.7,0.000,,,
2007-08-11,73.5,0.000,,,
2007-08-12,76.1,0.000,,,
2007-08-13,78.8,0.000,,,
2007-08-14,77.6,0.000,,,
2007-08-15,77.4,0.000,,,
2007-08-16,78.1,0.000,,,
2007-08-17,79.7,0.000,,,
2007-08-18,80.6,0.000,,,
2007-08-19,80.2,0.000,,,
2007-08-20,81.6,0.000,,,
2007-08-21,80.8,0.000,,,
2007-08-22,77.3,0.000,,,
2007-08-23,73.3,0.000,,,
2007-08-24,72.6,0.000,,,
2007-08-25,73.1,0.000,,,
2007-08-26,79.4,0.000,,,
2007-08-27,78.5,0.000,,,
2007-08-28,78.5,0.000,,,
2007-08-29,78.7,0.000,,,
2007-08-30,77.9,0.000,,,
2007-08-31,81.6,0.000,,,
2007-09-01,81.9,0.000,,,
2007-09-02,83.5,0.000,,,
2007-09-03,85.9,0.000,,,
2007-09-04,81.4,0.000,,,
2007-09-05,77.8,0.000,,,
2007-09-06,71.5,0.000,,,
2007-09-07,73.1,0.000,,,
2007-09-08,72.6,0.000,,,
2007-09-09,72.4,0.000,,,
2007-09-10,76.7,0.000,,,
2007-09-11,78.1,0.000,,,
2007-09-12,76.4,0.000,,,
2007-09-13,75.2,0.000,,,
2007-09-14,73.3,0.000,,,
2007-09-15,72.4,0.000,,,
2007-09-16,70.8,0.000,,,
2007-09-17,69.8,0.000,,,
2007-09-18,70.4,0.000,,,
2007-09-19,69.0,0.000,,,
2007-09-20,66.6,0.031,,,
2007-09-21,71.6,0.000,,,
2007-09-22,68.9,0.406,,,
2007-09-23,68.6,0.012,,,
2007-09-24,70.4,0.000,,,
2007-09-25,70.6,0.000,,,
2007-09-26,74.1,0.000,,,
2007-09-27,71.5,0.000,,,
2007-09-28,69.2,0.028,,,
2007-09-29,69.7,0.000,,,
2007-09-30,73.3,0.000,,,
2007-10-01,72.5,0.000,,,
2007-10-02,75.5,0.000,,,
2007-10-03,75.9,0.000,,,
2007-10-04,72.3,0.000,,,
2007-10-05,66.2,0.012,,,
2007-10-06,69.9,0.000,,,
2007-10-07,80.9,0.000,,,
2007-10-08,77.7,0.000,,,
2007-10-09,72.5,0.000,,,
2007-10-10,69.4,0.000,,,
2007-10-11,67.6,0.000,,,
2007-10-12,65.9,0.000,,,
2007-10-13,66.2,0.146,,,
2007-10-14,67.1,0.000,,,
2007-10-15,65.7,0.000,,,
2007-10-16,64.4,0.012,,,
2007-10-17,65.4,0.083,,,
2007-10-18,70.2,0.000,,,
2007-10-19,75.5,0.000,,,
2007-10-20,73.3,0.000,,,
2007-10-21,82.3,0.000,,,
2007-10-22,83.3,0.000,,,
2007-10-23,88.2,0.000,,,
2007-10-24,87.7,0.000,,,
2007-10-25,80.3,0.000,,,
2007-10-26,73.6,0.000,,,
2007-10-27,76.6,0.000,,,
2007-10-28,76.7,0.000,,,
2007-10-29,71.6,0.000,,,
2007-10-30,68.9,0.000,,,
2007-10-31,66.2,0.000,,,
2007-11-01,64.0,0.000,,,
2007-11-02,64.7,0.000,,,
2007-11-03,68.8,0.000,,,
2007-11-04,66.5,0.000,,,
2007-11-05,63.6,0.000,,,
2007-11-06,62.5,0.000,,,
2007-11-07,62.0,0.000,,,
2007-11-08,60.1,0.000,,,
2007-11-09,61.4,0.004,,,
2007-11-10,63.0,0.000,,,
2007-11-11,62.9,0.094,,,
2007-11-12,71.1,0.020,,,
2007-11-13,76.9,0.000,,,
2007-11-14,77.1,0.000,,,
2007-11-15,76.2,0.000,,,
2007-11-16,69.1,0.000,,,
2007-11-17,64.5,0.000,,,
2007-11-18,63.8,0.000,,,
2007-11-19,66.3,0.000,,,
2007-11-20,64.8,0.000,,,
2007-11-21,62.3,0.000,,,
2007-11-22,60.2,0.000,,,
2007-11-23,61.7,0.000,,,
2007-11-24,70.0,0.000,,,
2007-11-25,66.1,0.000,,,
2007-11-26,70.6,0.000,,,
2007-11-27,67.7,0.000,,,
2007-11-28,75.6,0.000,,,
2007-11-29,74.6,0.000,,,
2007-11-30,66.4,1.311,,,
2007-12-01,62.2,1.197,,,
2007-12-02,59.8,0.000,,,
2007-12-03,66.2,0.000,,,
2007-12-04,67.4,0.000,,,
2007-12-05,66.4,0.000,,,
2007-12-06,63.5,0.000,,,
2007-12-07,59.8,0.398,,,
2007-12-08,56.9,0.331,,,
2007-12-09,58.8,0.102,,,
2007-12-10,59.7,0.000,,,
2007-12-11,60.1,0.008,,,
2007-12-12,60.2,0.000,,,
2007-12-13,57.6,0.000,,,
2007-12-14,58.3,0.000,,,
2007-12-15,63.9,0.000,,,
2007-12-16,61.8,0.000,,,
2007-12-17,57.6,0.000,,,
2007-12-18,58.8,0.000,,,
2007-12-19,59.2,0.142,,,
2007-12-20,59.1,0.000,,,
2007-12-21,58.3,0.055,,,
2007-12-22,60.7,0.000,,,
2007-12-23,66.4,0.000,,,
2007-12-24,67.8,0.000,,,
2007-12-25,65.3,0.000,,,
2007-12-26,62.1,0.000,,,
2007-12-27,55.3,0.000,,,
2007-12-28,55.4,0.000,,,
2007-12-29,56.9,0.000,,,
2007-12-30,55.3,0.000,,,
2007-12-31,63.9,0.000,,,
2008-01-01,71.0,0.000,,,
2008-01-02,69.3,0.000,,,
2008-01-03,64.1,0.000,,,
2008-01-04,60.5,0.000,,,
2008-01-05,58.4,1.000,,,
2008-01-06,57.1,0.280,,,
2008-01-07,56.1,0.736,,,
2008-01-08,56.2,0.000,,,
2008-01-09,55.9,0.000,,,
2008-01-10,56.1,0.000,,,
2008-01-11,60.5,0.000,,,
2008-01-12,63.2,0.000,,,
2008-01-13,68.5,0.000,,,
2008-01-14,68.0,0.000,,,
2008-01-15,64.1,0.000,,,
2008-01-16,59.0,0.000,,,
2008-01-17,60.1,0.000,,,
2008-01-18,59.5,0.000,,,
2008-01-19,61.0,0.000,,,
2008-01-20,57.3,0.000,,,
2008-01-21,55.3,0.083,,,
2008-01-22,58.0,0.083,,,
2008-01-23,57.5,0.000,,,
2008-01-24,56.2,0.705,,,
2008-01-25,59.1,0.071,,,
2008-01-26,67.9,0.000,,,
2008-01-27,65.8,0.736,,,
2008-01-28,57.4,0.602,,,
2008-01-29,54.7,0.000,,,
2008-01-30,54.6,0.004,,,
2008-01-31,59.9,0.000,,,
2008-02-01,56.2,0.000,,,
2008-02-02,55.7,0.000,,,
2008-02-03,56.3,0.382,,,
2008-02-04,55.2,0.146,,,
2008-02-05,57.5,0.000,,,
2008-02-06,57.1,0.000,,,
2008-02-07,61.3,0.000,,,
2008-02-08,64.2,0.000,,,
2008-02-09,69.3,0.000,,,
2008-02-10,66.5,0.000,,,
2008-02-11,64.9,0.000,,,
2008-02-12,69.7,0.000,,,
2008-02-13,65.8,0.000,,,
2008-02-14,56.2,0.480,,,
2008-02-15,59.3,0.098,,,
2008-02-16,58.9,0.000,,,
2008-02-17,57.7,0.000,,,
2008-02-18,57.4,0.000,,,
2008-02-19,56.2,0.000,,,
2008-02-20,57.5,0.028,,,
2008-02-21,58.6,0.024,,,
2008-02-22,57.3,1.016,,,
2008-02-23,60.1,0.055,,,
2008-02-24,57.7,0.374,,,
2008-02-25,58.6,0.000,,,
2008-02-26,68.2,0.000,,,
2008-02-27,69.6,0.000,,,
2008-02-28,65.3,0.000,,,
2008-02-29,59.7,0.000,,,
2008-03-01,57.3,0.000,,,
2008-03-02,62.8,0.008,,,
2008-03-03,67.8,0.000,,,
2008-03-04,66.8,0.000,,,
2008-03-05,60.3,0.000,,,
2008-03-06,67.0,0.000,,,
2008-03-07,68.4,0.000,,,
2008-03-08,65.1,0.000,,,
2008-03-09,69.4,0.000,,,
2008-03-10,71.6,0.000,,,
2008-03-11,69.7,0.000,,,
2008-03-12,68.2,0.000,,,
2008-03-13,65.9,0.000,,,
2008-03-14,63.1,0.004,,,
2008-03-15,59.0,0.000,,,
2008-03-16,57.5,0.287,,,
2008-03-17,61.0,0.000,,,
2008-03-18,61.6,0.000,,,
2008-03-19,61.0,0.000,,,
2008-03-20,61.3,0.000,,,
2008-03-21,67.3,0.000,,,
2008-03-22,72.1,0.000,,,
2008-03-23,78.9,0.000,,,
2008-03-24,76.0,0.000,,,
2008-03-25,68.5,0.000,,,
2008-03-26,66.6,0.000,,,
2008-03-27,64.5,0.000,,,
2008-03-28,62.5,0.000,,,
2008-03-29,61.3,0.000,,,
2008-03-30,59.9,0.031,,,
2008-03-31,58.9,0.000,,,
2008-04-01,58.9,0.000,,,
2008-04-02,59.7,0.000,,,
2008-04-03,63.8,0.028,,,
2008-04-04,64.2,0.000,,,
2008-04-05,61.7,0.012,,,
2008-04-06,61.2,0.000,,,
2008-04-07,61.4,0.000,,,
2008-04-08,60.0,0.000,,,
2008-04-09,59.6,0.000,,,
2008-04-10,64.6,0.000,,,
2008-04-11,81.5,0.000,,,
2008-04-12,88.8,0.000,,,
2008-04-13,87.7,0.000,,,
2008-04-14,79.7,0.000,,,
2008-04-15,67.2,0.000,,,
2008-04-16,63.5,0.000,,,
2008-04-17,76.3,0.000,,,
2008-04-18,72.2,0.000,,,
2008-04-19,66.6,0.004,,,
2008-04-20,60.5,0.000,,,
2008-04-21,61.3,0.000,,,
2008-04-22,62.7,0.000,,,
2008-04-23,62.9,0.000,,,
2008-04-24,63.9,0.000,,,
2008-04-25,75.4,0.000,,,
2008-04-26,79.3,0.000,,,
2008-04-27,89.7,0.000,,,
2008-04-28,87.6,0.000,,,
2008-04-29,76.0,0.000,,,
2008-04-30,64.4,0.043,,,
2008-05-01,65.3,0.000,,,
2008-05-02,71.1,0.000,,,
2008-05-03,69.7,0.000,,,
2008-05-04,65.6,0.000,,,
2008-05-05,61.5,0.000,,,
2008-05-06,61.5,0.008,,,
2008-05-07,63.8,0.008,,,
2008-05-08,63.4,0.000,,,
2008-05-09,63.0,0.000,,,
2008-05-10,64.2,0.000,,,
2008-05-11,63.3,0.000,,,
2008-05-12,60.5,0.000,,,
2008-05-13,66.1,0.000,,,
2008-05-14,68.3,0.000,,,
2008-05-15,71.2,0.000,,,
2008-05-16,83.8,0.000,,,
2008-05-17,79.2,0.000,,,
2008-05-18,78.2,0.000,,,
2008-05-19,77.4,0.000,,,
2008-05-20,72.7,0.000,,,
2008-05-21,65.2,0.000,,,
2008-05-22,63.8,0.000,,,
2008-05-23,61.5,0.083,,,
2008-05-24,60.1,0.122,,,
2008-05-25,62.1,0.000,,,
2008-05-26,62.7,0.000,,,
2008-05-27,65.3,0.000,,,
2008-05-28,65.9,0.000,,,
2008-05-29,68.2,0.000,,,
2008-05-30,68.0,0.000,,,
2008-05-31,66.1,0.000,,,
2008-06-01,67.7,0.000,,,
2008-06-02,66.1,0.000,,,
2008-06-03,65.1,0.000,,,
2008-06-04,63.9,0.000,,,
2008-06-05,67.9,0.000,,,
2008-06-06,73.3,0.000,,,
2008-06-07,69.7,0.000,,,
2008-06-08,67.2,0.000,,,
2008-06-09,67.3,0.000,,,
2008-06-10,66.8,0.000,,,
2008-06-11,66.6,0.000,,,
2008-06-12,66.1,0.000,,,
2008-06-13,68.2,0.000,,,
2008-06-14,71.2,0.000,,,
2008-06-15,73.3,0.000,,,
2008-06-16,73.3,0.000,,,
2008-06-17,75.2,0.000,,,
2008-06-18,78.9,0.000,,,
2008-06-19,77.8,0.000,,,
2008-06-20,83.2,0.000,,,
2008-06-21,85.8,0.000,,,
2008-06-22,86.2,0.000,,,
2008-06-23,80.2,0.000,,,
2008-06-24,73.5,0.000,,,
2008-06-25,70.3,0.000,,,
2008-06-26,69.0,0.000,,,
2008-06-27,68.8,0.000,,,
2008-06-28,72.3,0.000,,,
2008-06-29,76.1,0.000,,,
2008-06-30,75.9,0.000,,,
2008-07-01,74.7,0.000,,,
2008-07-02,72.6,0.000,,,
2008-07-03,73.6,0.000,,,
2008-07-04,75.8,0.000,,,
2008-07-05,74.7,0.000,,,
2008-07-06,72.4,0.000,,,
2008-07-07,72.2,0.000,,,
2008-07-08,72.0,0.000,,,
2008-07-09,70.7,0.000,,,
2008-07-10,71.2,0.000,,,
2008-07-11,73.8,0.000,,,
2008-07-12,73.3,0.000,,,
2008-07-13,76.2,0.000,,,
2008-07-14,76.1,0.000,,,
2008-07-15,76.8,0.000,,,
2008-07-16,75.8,0.000,,,
2008-07-17,73.9,0.000,,,
2008-07-18,73.3,0.000,,,
2008-07-19,72.2,0.000,,,
2008-07-20,69.3,0.000,,,
2008-07-21,72.3,0.000,,,
2008-07-22,73.5,0.000,,,
2008-07-23,73.1,0.000,,,
2008-07-24,73.0,0.000,,,
2008-07-25,72.3,0.000,,,
2008-07-26,74.0,0.000,,,
2008-07-27,73.3,0.004,,,
2008-07-28,72.2,0.000,,,
2008-07-29,73.2,0.000,,,
2008-07-30,73.0,0.000,,,
2008-07-31,73.6,0.000,,,
2008-08-01,74.1,0.000,,,
2008-08-02,75.2,0.000,,,
2008-08-03,75.3,0.000,,,
2008-08-04,77.9,0.000,,,
2008-08-05,77.2,0.000,,,
2008-08-06,77.8,0.000,,,
2008-08-07,78.7,0.000,,,
2008-08-08,76.9,0.000,,,
2008-08-09,76.5,0.000,,,
2008-08-10,76.9,0.000,,,
2008-08-11,74.9,0.000,,,
2008-08-12,74.3,0.000,,,
2008-08-13,76.2,0.000,,,
2008-08-14,75.1,0.000,,,
2008-08-15,75.1,0.000,,,
2008-08-16,75.3,0.000,,,
2008-08-17,75.9,0.000,,,
2008-08-18,75.1,0.000,,,
2008-08-19,74.2,0.000,,,
2008-08-20,72.5,0.000,,,
2008-08-21,73.4,0.000,,,
2008-08-22,73.5,0.000,,,
2008-08-23,74.7,0.000,,,
2008-08-24,76.0,0.000,,,
2008-08-25,76.5,0.000,,,
2008-08-26,76.6,0.000,,,
2008-08-27,75.2,0.000,,,
2008-08-28,75.1,0.000,,,
2008-08-29,75.3,0.000,,,
2008-08-30,77.8,0.000,,,
2008-08-31,76.0,0.000,,,
2008-09-01,74.5,0.000,,,
2008-09-02,75.3,0.000,,,
2008-09-03,78.8,0.000,,,
2008-09-04,80.0,0.000,,,
2008-09-05,79.7,0.000,,,
2008-09-06,78.7,0.000,,,
2008-09-07,77.6,0.000,,,
2008-09-08,73.8,0.000,,,
2008-09-09,73.5,0.000,,,
2008-09-10,71.2,0.000,,,
2008-09-11,70.2,0.000,,,
2008-09-12,70.4,0.000,,,
2008-09-13,70.7,0.000,,,
2008-09-14,73.2,0.000,,,
2008-09-15,78.1,0.000,,,
2008-09-16,75.1,0.000,,,
2008-09-17,74.7,0.000,,,
2008-09-18,75.9,0.000,,,
2008-09-19,76.0,0.000,,,
2008-09-20,74.0,0.000,,,
2008-09-21,69.3,0.000,,,
2008-09-22,71.4,0.000,,,
2008-09-23,72.9,0.000,,,
2008-09-24,79.3,0.000,,,
2008-09-25,77.8,0.000,,,
2008-09-26,78.9,0.000,,,
2008-09-27,77.8,0.000,,,
2008-09-28,75.3,0.000,,,
2008-09-29,76.1,0.000,,,
2008-09-30,83.5,0.000,,,
2008-10-01,83.7,0.000,,,
2008-10-02,80.2,0.000,,,
2008-10-03,74.1,0.000,,,
2008-10-04,68.1,0.004,,,
2008-10-05,69.3,0.047,,,
2008-10-06,75.2,0.000,,,
2008-10-07,84.9,0.000,,,
2008-10-08,83.9,0.000,,,
2008-10-09,76.9,0.000,,,
2008-10-10,70.3,0.000,,,
2008-10-11,67.7,0.000,,,
2008-10-12,70.6,0.000,,,
2008-10-13,76.9,0.000,,,
2008-10-14,79.5,0.000,,,
2008-10-15,81.7,0.000,,,
2008-10-16,77.2,0.000,,,
2008-10-17,76.5,0.000,,,
2008-10-18,73.7,0.000,,,
2008-10-19,69.4,0.000,,,
2008-10-20,66.7,0.000,,,
2008-10-21,69.8,0.000,,,
2008-10-22,83.6,0.000,,,
2008-10-23,84.1,0.000,,,
2008-10-24,76.4,0.000,,,
2008-10-25,75.1,0.000,,,
2008-10-26,74.6,0.000,,,
2008-10-27,76.9,0.000,,,
2008-10-28,81.5,0.000,,,
2008-10-29,79.5,0.000,,,
2008-10-30,76.3,0.000,,,
2008-10-31,76.9,0.000,,,
2008-11-01,77.9,0.000,,,
2008-11-02,73.7,0.110,,,
2008-11-03,66.3,0.000,,,
2008-11-04,64.3,0.079,,,
2008-11-05,66.7,0.000,,,
2008-11-06,74.2,0.000,,,
2008-11-07,79.8,0.000,,,
2008-11-08,75.2,0.000,,,
2008-11-09,69.2,0.067,,,
2008-11-10,63.9,0.008,,,
2008-11-11,64.6,0.000,,,
2008-11-12,69.2,0.000,,,
2008-11-13,70.8,0.000,,,
2008-11-14,76.9,0.000,,,
2008-11-15,85.8,0.000,,,
2008-11-16,84.2,0.000,,,
2008-11-17,78.5,0.000,,,
2008-11-18,77.3,0.000,,,
2008-11-19,72.8,0.000,,,
2008-11-20,69.3,0.000,,,
2008-11-21,72.7,0.000,,,
2008-11-22,70.3,0.000,,,
2008-11-23,66.6,0.000,,,
2008-11-24,69.2,0.004,,,
2008-11-25,71.6,0.000,,,
2008-11-26,67.5,1.543,,,
2008-11-27,61.6,0.433,,,
2008-11-28,62.4,0.000,,,
2008-11-29,63.6,0.000,,,
2008-11-30,66.9,0.000,,,
2008-12-01,66.4,0.000,,,
2008-12-02,63.4,0.000,,,
2008-12-03,60.2,0.000,,,
2008-12-04,60.7,0.000,,,
2008-12-05,65.7,0.000,,,
2008-12-06,69.3,0.000,,,
2008-12-07,64.2,0.000,,,
2008-12-08,60.0,0.024,,,
2008-12-09,66.5,0.000,,,
2008-12-10,65.9,0.000,,,
2008-12-11,66.7,0.000,,,
2008-12-12,62.5,0.000,,,
2008-12-13,58.6,0.075,,,
2008-12-14,56.4,0.000,,,
2008-12-15,56.8,1.039,,,
2008-12-16,56.2,0.346,,,
2008-12-17,56.2,0.850,,,
2008-12-18,56.2,0.366,,,
2008-12-19,54.7,0.000,,,
2008-12-20,56.3,0.000,,,
2008-12-21,58.5,0.000,,,
2008-12-22,57.0,0.181,,,
2008-12-23,56.0,0.035,,,
2008-12-24,57.1,0.000,,,
2008-12-25,58.9,0.331,,,
2008-12-26,56.3,0.098,,,
2008-12-27,57.3,0.000,,,
2008-12-28,60.3,0.000,,,
2008-12-29,62.6,0.000,,,
2008-12-30,62.9,0.000,,,
2008-12-31,61.6,0.000,,,
2009-01-01,59.2,0.000,,,
2009-01-02,55.8,0.000,,,
2009-01-03,55.3,0.051,,,
2009-01-04,57.6,0.016,,,
2009-01-05,56.5,0.000,,,
2009-01-06,56.8,0.000,,,
2009-01-07,62.2,0.000,,,
2009-01-08,60.7,0.000,,,
2009-01-09,62.3,0.000,,,
2009-01-10,66.1,0.000,,,
2009-01-11,72.0,0.000,,,
2009-01-12,75.6,0.000,,,
2009-01-13,73.3,0.000,,,
2009-01-14,72.5,0.000,,,
2009-01-15,70.2,0.000,,,
2009-01-16,70.3,0.000,,,
2009-01-17,68.9,0.000,,,
2009-01-18,77.7,0.000,,,
2009-01-19,71.2,0.000,,,
2009-01-20,71.5,0.000,,,
2009-01-21,67.6,0.000,,,
2009-01-22,68.3,0.209,,,
2009-01-23,65.9,0.110,,,
2009-01-24,60.9,0.043,,,
2009-01-25,58.9,0.016,,,
2009-01-26,56.1,0.031,,,
2009-01-27,59.8,0.000,,,
2009-01-28,63.2,0.000,,,
2009-01-29,70.3,0.000,,,
2009-01-30,71.1,0.000,,,
2009-01-31,68.0,0.000,,,
2009-02-01,62.9,0.000,,,
2009-02-02,71.8,0.000,,,
2009-02-03,71.2,0.000,,,
2009-02-04,72.4,0.000,,,
2009-02-05,67.8,0.020,,,
2009-02-06,59.5,0.705,,,
2009-02-07,58.0,1.138,,,
2009-02-08,56.8,0.276,,,
2009-02-09,56.2,0.547,,,
2009-02-10,55.1,0.024,,,
2009-02-11,55.0,0.000,,,
2009-02-12,55.3,0.012,,,
2009-02-13,54.9,0.035,,,
2009-02-14,55.2,0.213,,,
2009-02-15,56.2,0.000,,,
2009-02-16,56.5,0.764,,,
2009-02-17,57.2,0.311,,,
2009-02-18,59.8,0.000,,,
2009-02-19,64.0,0.000,,,
2009-02-20,63.3,0.000,,,
2009-02-21,62.8,0.000,,,
2009-02-22,69.9,0.000,,,
2009-02-23,67.3,0.000,,,
2009-02-24,65.7,0.000,,,
2009-02-25,60.8,0.008,,,
2009-02-26,58.7,0.000,,,
2009-02-27,60.7,0.000,,,
2009-02-28,71.6,0.000,,,
2009-03-01,72.0,0.000,,,
2009-03-02,75.4,0.000,,,
2009-03-03,66.1,0.000,,,
2009-03-04,61.1,0.000,,,
2009-03-05,59.7,0.043,,,
2009-03-06,57.4,0.004,,,
2009-03-07,59.8,0.000,,,
2009-03-08,58.3,0.000,,,
2009-03-09,57.0,0.028,,,
2009-03-10,57.8,0.000,,,
2009-03-11,57.0,0.000,,,
2009-03-12,59.6,0.000,,,
2009-03-13,59.8,0.000,,,
2009-03-14,59.7,0.000,,,
2009-03-15,58.8,0.000,,,
2009-03-16,62.1,0.000,,,
2009-03-17,69.5,0.000,,,
2009-03-18,69.9,0.000,,,
2009-03-19,68.8,0.000,,,
2009-03-20,65.4,0.000,,,
2009-03-21,59.5,0.000,,,
2009-03-22,58.5,0.094,,,
2009-03-23,60.6,0.000,,,
2009-03-24,68.9,0.000,,,
2009-03-25,67.0,0.000,,,
2009-03-26,65.5,0.000,,,
2009-03-27,72.1,0.000,,,
2009-03-28,72.0,0.000,,,
2009-03-29,64.2,0.000,,,
2009-03-30,63.9,0.008,,,
2009-03-31,64.7,0.000,,,
2009-04-01,63.4,0.000,,,
2009-04-02,61.9,0.000,,,
2009-04-03,59.8,0.024,,,
2009-04-04,63.5,0.000,,,
2009-04-05,71.9,0.000,,,
2009-04-06,72.8,0.000,,,
2009-04-07,67.0,0.000,,,
2009-04-08,61.6,0.126,,,
2009-04-09,62.2,0.000,,,
2009-04-10,60.5,0.059,,,
2009-04-11,59.7,0.024,,,
2009-04-12,62.0,0.000,,,
2009-04-13,65.5,0.000,,,
2009-04-14,63.7,0.000,,,
2009-04-15,58.9,0.000,,,
2009-04-16,61.5,0.000,,,
2009-04-17,66.6,0.000,,,
2009-04-18,71.4,0.000,,,
2009-04-19,82.7,0.000,,,
2009-04-20,85.7,0.000,,,
2009-04-21,79.0,0.000,,,
2009-04-22,72.2,0.000,,,
2009-04-23,62.9,0.000,,,
2009-04-24,62.3,0.000,,,
2009-04-25,60.8,0.000,,,
2009-04-26,62.2,0.000,,,
2009-04-27,60.5,0.000,,,
2009-04-28,60.1,0.004,,,
2009-04-29,61.6,0.000,,,
2009-04-30,65.2,0.000,,,
2009-05-01,69.1,0.000,,,
2009-05-02,65.9,0.000,,,
2009-05-03,65.9,0.000,,,
2009-05-04,66.3,0.000,,,
2009-05-05,67.2,0.000,,,
2009-05-06,70.3,0.000,,,
2009-05-07,71.9,0.000,,,
2009-05-08,71.6,0.000,,,
2009-05-09,67.7,0.000,,,
2009-05-10,66.3,0.000,,,
2009-05-11,67.7,0.000,,,
2009-05-12,66.0,0.000,,,
2009-05-13,67.7,0.000,,,
2009-05-14,69.2,0.000,,,
2009-05-15,66.8,0.000,,,
2009-05-16,66.0,0.000,,,
2009-05-17,69.3,0.000,,,
2009-05-18,72.8,0.000,,,
2009-05-19,70.7,0.000,,,
2009-05-20,71.1,0.000,,,
2009-05-21,67.5,0.000,,,
2009-05-22,65.8,0.000,,,
2009-05-23,65.1,0.000,,,
2009-05-24,64.3,0.000,,,
2009-05-25,63.9,0.000,,,
2009-05-26,66.1,0.000,,,
2009-05-27,65.4,0.000,,,
2009-05-28,64.9,0.000,,,
2009-05-29,63.6,0.000,,,
2009-05-30,66.0,0.000,,,
2009-05-31,66.1,0.000,,,
2009-06-01,66.9,0.000,,,
2009-06-02,68.4,0.000,,,
2009-06-03,67.0,0.028,,,
2009-06-04,66.9,0.000,,,
2009-06-05,67.2,0.016,,,
2009-06-06,66.5,0.008,,,
2009-06-07,68.1,0.000,,,
2009-06-08,67.0,0.008,,,
2009-06-09,67.3,0.000,,,
2009-06-10,65.4,0.004,,,
2009-06-11,68.0,0.000,,,
2009-06-12,67.3,0.004,,,
2009-06-13,66.5,0.008,,,
2009-06-14,67.8,0.000,,,
2009-06-15,69.3,0.000,,,
2009-06-16,70.3,0.000,,,
2009-06-17,69.9,0.000,,,
2009-06-18,68.8,0.000,,,
2009-06-19,69.4,0.000,,,
2009-06-20,68.8,0.000,,,
2009-06-21,68.8,0.000,,,
2009-06-22,67.7,0.000,,,
2009-06-23,68.4,0.000,,,
2009-06-24,68.3,0.000,,,
2009-06-25,70.1,0.000,,,
